id,original_language,popularity,release_date,runtime,title,vote_average,vote_count,release_year,release_month,release_dow,budget_2023,revenue_2023,director,star_power_index,star_power_index_log,roi,director_track_record,genre_action,genre_adventure,genre_animation,genre_comedy,genre_crime,genre_documentary,genre_drama,genre_family,genre_fantasy,genre_history,genre_horror,genre_music,genre_mystery,genre_romance,genre_science_fiction,genre_thriller,genre_war,genre_western,genre_diversity,genre_count,is_franchise,is_adaptation,is_summer,is_holiday,is_award_season,is_weekend_release,month_sin,month_cos,log_budget,is_major_studio,budget_vs_genre_avg,log_popularity,log_vote_count,buzz_score,weighted_rating,rating_confidence,action_x_budget,franchise_x_star,director_x_budget,buzz_x_rating,is_peak_season,competition_proxy,y_revenue,success_category,y_class
44912,en,51.872839,2011-06-16,114.0,Green Lantern,5.1,2487,2011,6,3,284600000.0,312848217.756,Martin Campbell,7766942995.777999,22.77314248720133,1.09925586,1.6258354850259513,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.8,4,0,0,1,0,0,0,1.2246467991473532e-16,-1.0,19.46659524713373,1,2.1962271220027794,3.9678897665548822,7.81923445385907,31.025860371760757,4.9028604561267874,2.1238257899231425,19.46659524713373,0.0,31.649481325427544,152.11546393401696,1,0,19.561228706788473,Flop,0
534,en,71.862892,2009-05-20,115.0,Terminator Salvation,5.9,2463,2009,5,2,298800000.0,554801383.494,McG,9858360662.400002,23.01158573041955,1.856765005,1.852133315297566,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.6,3,0,0,1,0,0,0,0.49999999999999994,-0.8660254037844387,19.515285014569656,1,3.1206978746069716,4.288579483353765,7.80954132465341,33.491838699312005,5.669801014436207,2.10333048676345,19.515285014569656,0.0,36.144909533011806,189.89206103269305,1,0,20.134120741884892,Average,1
72190,en,81.834855,2013-06-20,116.0,World War Z,6.7,5560,2013,6,3,275200000.0,731846240.0,Marc Forster,12791345401.432999,23.272034638751027,2.659325,2.701327162889274,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1.0,5,0,0,1,0,0,0,1.2246467991473532e-16,-1.0,19.433008667657184,1,2.8742170518468493,4.416848926921172,8.623533227187563,38.088843480772454,6.581625441696113,4.748078565328779,19.433008667657184,0.0,52.49491417060505,250.68650129783313,1,0,20.411080996582616,Average,1
127585,en,118.078691,2014-05-15,131.0,X-Men: Days of Future Past,7.5,6032,2014,5,3,338000000.0,1011110471.8000001,Bryan Singer,15108177438.698002,23.438501986478645,2.9914511000000004,2.603275459037809,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.8,4,1,1,1,0,0,0,0.49999999999999994,-0.8660254037844387,19.638556456405873,0,3.5301066988525984,4.779784543477146,8.704999678440762,41.608022913984684,7.3776908023483365,5.0,19.638556456405873,23.438501986478645,51.12457207388993,306.9711279564036,1,0,20.734315041836094,Average,1
54138,en,78.291018,2013-05-05,132.0,Star Trek Into Darkness,7.4,4418,2013,5,6,261439999.99999997,643094578.4959999,J.J. Abrams,10323029495.092999,23.05764310974371,2.4598170842105263,3.038938471809216,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.6,3,1,0,1,0,0,1,0.49999999999999994,-0.8660254037844387,19.38171537346088,1,2.7305061992545063,4.373124856147531,8.39366870513074,36.7065612486749,7.236210712704737,3.7728437233134073,19.38171537346088,23.05764310974371,58.8998404980664,265.6164117342139,1,0,20.28180236235864,Average,1
81005,en,43.349855,2013-02-27,114.0,Jack the Giant Slayer,5.5,2598,2013,2,2,268319999.99999997,272018141.728,Bryan Singer,7276309529.94,22.707889638058067,1.0137825794871795,2.1309692034080734,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.6,3,0,0,0,0,0,0,0.8660254037844386,0.5000000000000001,19.407690859766067,1,2.802361625550678,3.7921094393026675,7.8628820346414905,29.81690918368736,5.296145292809489,2.2186165670367206,19.407690859766067,0.0,41.35719153142584,157.91468321931384,0,0,19.421379323241727,Flop,0
64682,en,61.196071,2013-05-10,143.0,The Great Gatsby,7.3,3769,2013,5,4,144480000.0,483031616.54399997,Baz Luhrmann,7928794963.423999,22.793766901957188,3.3432420857142855,3.2588500213739136,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.4,2,1,1,1,0,0,1,0.49999999999999994,-0.8660254037844387,18.78865165455432,1,3.017021871464659,4.13029183054743,8.234830280442056,34.01225223325442,7.111320754716981,3.2186165670367206,0.0,22.793766901957188,61.22939784603137,241.87203522101117,1,0,19.995592670228007,Hit,2
9543,en,62.169881,2010-05-19,116.0,Prince of Persia: The Sands of Time,6.2,2317,2010,5,2,220650000.0,493012479.85300004,Mike Newell,9819441926.329,23.00763012748699,2.234364286666667,3.5085278213119895,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.8,4,1,1,1,0,0,0,0.49999999999999994,-0.8660254037844387,19.212088298211896,1,1.7027319552702505,4.145827621103231,7.748460023899697,32.12377958809756,5.943483657426562,1.9786507258753203,19.212088298211896,23.00763012748699,67.40614629977895,190.92715899663082,1,0,20.016045047818363,Average,1
68726,en,56.523205,2013-07-11,131.0,Pacific Rim,6.7,4794,2013,7,3,247679999.99999997,560861598.6559999,Guillermo del Toro,7359003778.399999,22.719190404465955,2.264460588888889,2.383996547314968,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.6,3,0,0,1,0,0,0,-0.4999999999999997,-0.8660254037844388,19.327648152403103,1,2.586795346662164,4.052188431610156,8.475328987317539,34.34363007649835,6.563097670617082,4.093936806148591,19.327648152403103,0.0,46.077046463047516,225.40059855560108,1,0,20.144984730120314,Average,1
105864,en,51.692953,2015-11-14,93.0,The Good Dinosaur,6.6,1736,2015,11,5,236425000.0,448432224.597,Peter Sohn,5376100860.931002,22.40522920151117,1.89672084,1.89672084,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.6,3,0,0,0,1,1,1,-0.5000000000000004,0.8660254037844384,19.28114159509552,1,1.8244659076581415,3.9644817274410267,7.459914766241105,29.574695779030357,6.240522875816993,1.4824935952177627,0.0,0.0,36.57094308240851,184.5615655543672,1,0,19.921268114548234,Average,1
62177,en,125.114374,2012-06-21,93.0,Brave,6.7,4641,2012,6,3,257889999.99999997,751342590.558,Brenda Chapman,6922341659.556,22.658019939588677,2.9134227405405406,2.9134227405405406,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1.0,6,0,0,1,0,0,0,1.2246467991473532e-16,-1.0,19.368043699258553,1,1.9836244710492372,4.837189225372334,8.442900586834382,40.839907749525025,6.558679603459186,3.963279248505551,19.368043699258553,0.0,56.42729895320281,267.85586996396455,1,0,20.437372286213044,Average,1
188927,en,65.352913,2016-07-07,122.0,Star Trek Beyond,6.6,2568,2016,7,3,247530000.0,459565289.808,Justin Lin,8469823033.913,22.859775452229535,1.8566044108108108,2.2749641737226485,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.6,3,1,0,1,0,0,0,-0.4999999999999997,-0.8660254037844388,19.32704234878855,1,2.5852287312632654,4.194987663356308,7.851271997109883,32.9359891695308,6.352623688155922,2.192997438087105,19.32704234878855,22.859775452229535,43.96832892751438,209.22994499120824,1,0,19.945791580651903,Average,1
10681,en,66.390712,2008-06-22,98.0,WALL·E,7.8,6296,2008,6,6,268200000.0,776754671.4,Andrew Stanton,2782072758.9960003,21.746462083950373,2.896177,2.6260109681487993,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.4,2,0,0,1,0,0,1,1.2246467991473532e-16,-1.0,19.407243532540413,1,2.062926376111542,4.210507204268094,8.747828608488742,36.83279537774438,7.678048780487805,5.0,0.0,0.0,50.963634377985976,282.8039996320471,1,0,20.470635121539583,Average,1
