id,original_language,popularity,release_date,runtime,title,vote_average,vote_count,release_year,release_month,release_dow,budget_2023,revenue_2023,director,star_power_index,star_power_index_log,roi,director_track_record,genre_action,genre_adventure,genre_animation,genre_comedy,genre_crime,genre_documentary,genre_drama,genre_family,genre_fantasy,genre_history,genre_horror,genre_music,genre_mystery,genre_romance,genre_science_fiction,genre_thriller,genre_war,genre_western,genre_diversity,genre_count,is_franchise,is_adaptation,is_summer,is_holiday,is_award_season,is_weekend_release,month_sin,month_cos,log_budget,is_major_studio,budget_vs_genre_avg,log_popularity,log_vote_count,buzz_score,weighted_rating,rating_confidence,action_x_budget,franchise_x_star,director_x_budget,buzz_x_rating,is_peak_season,competition_proxy,y_revenue,success_category,y_class
37834,en,44.906918,2010-06-15,109.0,Knight and Day,5.9,1547,2010,6,1,172107000.0,385299664.00100005,James Mangold,23186186126.779,23.866822512755732,2.2387216324786325,2.7491590539255197,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,2,0,0,1,0,0,0,1.2246467991473532e-16,-1.0,18.96362694019167,0,1.7975031763888287,3.8266158246637874,7.344719054149673,28.10541816031878,5.541772920461446,1.3210930828351837,18.96362694019167,0.0,52.13402669789383,155.75384527909995,1,0,19.76953194014623,Average,1
75612,en,67.698004,2013-04-10,124.0,Oblivion,6.4,4800,2013,4,2,165120000.0,393767955.07199997,Joseph Kosinski,25794286263.04,23.973418841713404,2.3847381,2.3784525503463207,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.8,4,0,0,0,0,0,0,0.8660254037844387,-0.4999999999999998,18.922183046313673,1,1.7245302311081094,4.229720144948882,8.476579508530941,35.85355910749421,6.2693877551020405,4.099060631938514,18.922183046313673,0.0,45.00551452462467,224.77986444535148,0,0,19.791272349786883,Average,1
1894,en,43.987061,2002-05-15,142.0,Star Wars: Episode II - Attack of the Clones,6.4,3992,2002,5,2,211680000.0,1145538650.592,George Lucas,10419825140.793,23.06697609211288,5.411652733333334,5.411652733333334,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.6,3,0,0,1,0,0,0,0.49999999999999994,-0.8660254037844387,19.170586263055032,0,1.633511444784077,3.806374915091352,8.292298107063221,31.563595503184946,6.243597262952102,3.409052092228864,19.170586263055032,0.0,103.74455555006422,197.0703784926128,1,0,20.859140801402933,Hit,2
585,en,106.815545,2001-11-01,92.0,"Monsters, Inc.",7.5,5996,2001,11,3,206195000.0,1009129547.008,Pete Docter,9854870719.799002,23.011231659332022,4.8940544,4.824705522806668,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.6,3,0,0,0,1,1,0,-0.5000000000000004,0.8660254037844384,19.1443328858003,1,1.5859996425142406,4.6804218503051,8.69901462316851,40.71505811840148,7.376968503937008,5.0,0.0,0.0,92.36576860457002,300.3537013754125,1,0,20.732353962551993,Hit,2
76170,en,15.953444,2013-07-23,126.0,The Wolverine,6.3,4053,2013,7,1,165120000.0,571646366.048,James Mangold,14237746678.789999,23.37916249163037,3.462005608333333,3.2610655315277772,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.8,4,1,1,1,0,0,0,-0.4999999999999997,-0.8660254037844388,18.922183046313673,0,1.7245302311081094,2.8304709990277197,8.307459327011946,23.514022700709653,6.148302431976884,3.461144321093083,18.922183046313673,23.37916249163037,61.7064789135928,144.5713229563328,1,0,20.1640311187287,Hit,2
49519,en,64.183321,2013-03-20,98.0,The Croods,6.8,2399,2013,3,2,185760000.0,805206204.928,Chris Sanders,16027733353.455997,23.497586393348833,4.334658725925926,3.927240024948687,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1.0,5,0,0,0,0,0,0,1.0,6.123233995736766e-17,19.039966081297145,0,1.43348963521868,4.177203623323475,7.783224016336037,32.51211156217718,6.5278911564625846,2.04867634500427,0.0,0.0,74.77451686813555,212.23552554466139,0,0,20.506608959012677,Hit,2
2395,fr,20.344364,2008-01-13,116.0,Asterix at the Olympic Games,5.0,471,2008,1,6,144903096.0,198021000.0,Thomas Langmann,1151948904.423,20.864721045305068,1.366575355988253,1.366575355988253,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.8,4,0,0,0,0,0,1,0.49999999999999994,0.8660254037844387,18.791575780423443,0,1.4171357064017427,3.0607877235608094,6.156978985585555,18.84520569330215,4.1243432574430825,0.4022203245089667,0.0,0.0,25.6801043617124,77.72409703629872,0,0,19.10388364869081,Flop,0
12100,en,18.714197,2002-06-14,134.0,Windtalkers,5.8,341,2002,6,4,202860000.0,136936259.46,John Woo,11493852797.398998,23.165078190128916,0.6750283913043479,1.7949543525512908,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0.8,4,0,0,1,0,0,1,1.2246467991473532e-16,-1.0,19.128026648841633,0,4.2361091974343905,2.981339036091766,5.834810737062605,17.395549018612115,4.484807256235827,0.29120409906063194,19.128026648841633,0.0,34.33393468905537,78.01568446487764,1,0,18.735026123412265,Flop,0
290595,en,60.467984,2016-04-06,114.0,The Huntsman: Winter's War,6.0,1523,2016,4,2,153870000.0,220237694.094,Cedric Nicolas-Troyan,10048741071.538998,23.030713197190973,1.4313231565217392,1.4313231565217392,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6,3,0,0,0,0,0,0,0.8660254037844387,-0.4999999999999998,18.851618654532555,1,1.6070340761906783,4.118516453895011,7.329093736246592,30.18499314487045,5.630314232902033,1.300597779675491,18.851618654532555,0.0,26.98275831814964,169.9509965236144,0,0,19.21021795331524,Flop,0
98566,en,143.350376,2014-08-07,101.0,Teenage Mutant Ninja Turtles,5.8,2636,2014,8,3,169000000.0,645174400.0,Jonathan Liebesman,12270532901.98,23.23046652610183,3.8176,3.2902636333802056,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1.0,5,1,1,1,0,0,0,-0.8660254037844385,-0.5000000000000004,18.945409278804508,1,1.6918197566349529,4.9722435108856,7.877397186353287,39.16833704251361,5.588011695906433,2.251067463706234,18.945409278804508,23.23046652610183,62.33539116955438,218.87312550277125,1,0,20.285031227358775,Hit,2
49047,en,110.153618,2013-09-27,91.0,Gravity,7.3,5751,2013,9,4,144480000.0,985756362.0799999,Alfonso Cuarón,17693874908.986,23.596484366353703,6.822787666666666,6.202586942468566,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0.6,3,0,0,0,0,0,1,-1.0,-1.8369701987210297e-16,18.78865165455432,1,1.4463557304060237,4.710913190487734,8.657302899400882,40.783802422835315,7.175235002563664,4.911187019641332,0.0,0.0,116.53824541912904,292.6333666819687,0,0,20.708919785765847,Hit,2
9619,en,16.90444,1997-02-07,108.0,Dante's Peak,5.7,428,1997,2,4,228404000.0,350733559.44,Roger Donaldson,7231804568.341999,22.701754436626633,1.5355841379310344,1.8081475963100706,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.6,3,0,0,0,0,0,1,0.8660254037844386,0.5000000000000001,19.246626553105834,1,2.385474823800973,2.885048726781448,6.061456918928017,17.487598566393874,4.620454545454545,0.3654995730145175,19.246626553105834,0.0,34.800741539075894,80.80065428517896,0,0,19.675537406112145,Average,1
308531,en,39.873791,2016-06-01,112.0,Teenage Mutant Ninja Turtles: Out of the Shadows,5.8,963,2016,6,2,180630000.0,328644708.624,Dave Green,8187731467.722,22.82590270849711,1.8194359111111111,2.2357309876345095,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.8,4,1,1,1,0,0,0,1.2246467991473532e-16,-1.0,19.01196130364492,1,1.7665407414576344,3.710489050798329,6.871091294610546,25.495109015688143,5.2543744120413916,0.8223740392826644,19.01196130364492,22.82590270849711,42.50563102226713,133.96084844423757,1,0,19.6104878152493,Average,1
166424,en,38.126095,2015-08-05,100.0,Fantastic Four,4.4,2278,2015,8,2,162120000.0,226937732.196,Josh Trank,3897104092.3050003,22.083499574084303,1.3998133000000001,3.0531849653553405,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.6,3,1,1,1,0,0,0,-0.8660254037844385,-0.5000000000000004,18.903847365892652,0,1.693197923130128,3.6667896356891294,7.731492029245684,28.34975484125119,4.214970563498738,1.9453458582408198,18.903847365892652,22.083499574084303,57.7169425649156,119.49338213827961,1,0,19.24018623471638,Flop,0
1593,en,48.780039,2006-10-20,108.0,Night at the Museum,6.3,2862,2006,10,4,174790000.0,912850056.349,Shawn Levy,15800130721.170002,23.48328405050017,5.2225531,4.075312633345662,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1.0,5,0,0,0,0,1,1,-0.8660254037844386,0.5000000000000001,18.97909581703242,0,1.8255247038238036,3.9076140803863066,7.959625305098115,31.103143916800544,6.087305874409182,2.444064901793339,18.97909581703242,0.0,77.34574895263003,189.33435067733416,0,0,20.632082194347912,Hit,2
254128,en,100.412364,2015-05-27,114.0,San Andreas,6.0,2968,2015,5,2,148610000.0,635633114.032,Brad Peyton,10732179550.258,23.09651249982623,4.277189381818181,3.9694274218205017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.6,3,0,0,1,0,0,0,0.49999999999999994,-0.8660254037844387,18.816835989463776,1,1.5520980962026172,4.619195016662722,7.99598047476376,36.93499316236119,5.804432855280313,2.534585824081981,18.816835989463776,0.0,74.69206476847643,214.38668782116298,1,0,20.270132091697597,Hit,2
714,en,42.887121,1997-12-11,119.0,Tomorrow Never Dies,6.0,925,1997,12,3,216590000.0,655698792.8920001,Roger Spottiswoode,12131820731.892998,23.21909765027823,3.0273733454545457,2.501799834902044,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.6,3,0,0,0,1,1,0,-2.4492935982947064e-16,1.0,19.193516728030698,0,1.6714013786176458,3.7816209057409425,6.8308742346461795,25.83177681022515,5.414634146341464,0.7899231426131511,19.193516728030698,0.0,48.01833698137682,139.86962077731667,1,0,20.301212085811688,Hit,2
2024,en,23.657284,2000-06-28,165.0,The Patriot,6.8,1099,2000,6,2,203060000.0,397433355.332,Roland Emmerich,8883697388.016,22.907483679928394,1.957221290909091,2.105845542467532,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0.8,4,0,0,1,0,0,0,1.2246467991473532e-16,-1.0,19.129012064762005,0,4.240285584299651,3.205072353795476,7.003065458786462,22.445331493776518,6.232860717264387,0.9385140905209223,19.129012064762005,0.0,40.282744788386715,139.89862495353685,1,0,19.800537820976235,Average,1
163,en,76.840712,2004-12-09,125.0,Ocean's Twelve,6.4,2124,2004,12,3,185570000.0,611949600.36,Steven Soderbergh,22253841369.246002,23.825780476510833,3.2976752727272727,3.3547871556812967,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.4,2,1,0,0,1,1,0,-2.4492935982947064e-16,1.0,19.038942732709323,1,3.0418242807349762,4.354664584804056,7.661527081358517,33.36338064670912,6.1122302158273385,1.8138343296327926,0.0,23.825780476510833,63.871600537445005,203.92466329096453,1,0,20.232160486366638,Hit,2
787,en,44.635452,2005-06-07,120.0,Mr. & Mrs. Smith,6.5,2965,2005,6,1,180070000.0,782825710.24,Doug Liman,23773607896.146,23.89184189044152,4.347341090909091,4.55951893566888,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.8,4,0,0,1,0,0,0,1.2246467991473532e-16,-1.0,19.008856227699084,0,1.8806695658650514,3.820684870598216,7.994969522697877,30.546259096265622,6.287928221859707,2.5320239111870197,19.008856227699084,0.0,86.67123991560129,192.0726846436474,1,0,20.47842063816908,Hit,2
262500,en,103.718387,2015-03-18,119.0,Insurgent,6.2,3829,2015,3,2,148610000.0,398866809.551,Robert Schwentke,5533946295.119,22.434167013912596,2.6839836454545454,2.060550877017901,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.6,3,1,1,0,0,0,0,1.0,6.123233995736766e-17,18.816835989463776,0,1.1468071419565462,4.651274718503644,8.250620082174692,38.3759006001976,6.042199032832782,3.269854824935952,0.0,22.434167013912596,38.77304790079159,231.87482949060094,0,0,19.80413811098494,Average,1
2567,en,45.616098,2004-12-17,170.0,The Aviator,7.0,1489,2004,12,4,195692000.0,172074000.0,Martin Scorsese,12061990765.98,23.213325086511475,0.8793103448275862,1.8051243104794212,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2,1,0,0,0,1,1,1,-2.4492935982947064e-16,1.0,19.09205255774454,1,4.0864274921834305,3.8419459321210416,7.306531398939505,28.071298586070295,6.559471365638767,1.2715627668659266,0.0,0.0,34.463528208935486,184.1328792716241,1,1,18.96343518062383,Flop,0
38745,en,22.845143,2010-12-25,85.0,Gulliver's Travels,4.9,621,2010,12,5,164752000.0,349189987.004,Rob Letterman,12864183950.986,23.277712849030937,2.1194886071428574,2.2062680996348325,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,1,0,0,0,1,1,1,-2.4492935982947064e-16,1.0,18.9199518769484,0,3.423715522815981,3.1715805487965794,6.432940092739179,20.402587669705245,4.220388349514563,0.5303159692570453,0.0,0.0,41.74248627273743,86.10684330117348,1,0,19.67112671028158,Average,1
40805,en,31.703608,2011-01-12,119.0,The Green Hornet,5.5,1251,2011,1,2,170760000.0,324183943.904,Michel Gondry,8595954661.077,22.87455754140809,1.8984770666666666,2.2937276850268735,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,3,0,0,0,0,0,0,0.49999999999999994,0.8660254037844387,18.955769625710207,0,1.783434970106715,3.487485408208033,7.132497551660044,24.874481135493923,5.092894152479644,1.0683176771989753,18.955769625710207,0.0,43.479373581482996,126.68309952092223,0,0,19.59682164384341,Average,1
53182,en,71.510596,2014-03-05,102.0,300: Rise of an Empire,6.1,2397,2014,3,2,148720000.0,456408228.952,Noam Murro,4842050225.749,22.300604068549536,3.0689095545454546,3.0689095545454546,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.4,2,0,0,0,0,0,0,1.0,6.123233995736766e-17,18.817575908101507,1,1.5532469474951431,4.2837327029056445,7.7823903355874595,33.337679987332834,5.855706848217861,2.0469684030742954,18.817575908101507,0.0,57.74943849775707,195.2156810055204,0,0,19.93889820811214,Hit,2
41513,en,36.65422,2011-07-29,103.0,The Smurfs,5.5,1179,2011,7,4,156530000.0,802215286.6290001,Raja Gosnell,9108698466.203001,22.932495669427947,5.124993845454546,5.0407674305067856,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1.0,5,1,1,1,0,0,1,-0.4999999999999997,-0.8660254037844388,18.868758249252956,1,1.2039890591079032,3.628445032958209,7.07326971745971,25.6649703730904,5.0699765441751365,1.0068317677198975,0.0,22.932495669427947,95.11302203694054,130.12079779851814,1,0,20.502887568247786,Hit,2
13700,en,19.625972,2004-04-02,76.0,Home on the Range,5.7,389,2004,4,4,185570000.0,175366114.70700002,Will Finn,8373404447.283001,22.84832638286966,0.9450132818181819,0.9450132818181819,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.4,2,0,0,0,0,0,1,0.8660254037844387,-0.4999999999999998,19.038942732709323,1,1.4273573736577883,3.026551058383017,5.966146739123692,18.0568477277632,4.53435582822086,0.33219470538001705,0.0,0.0,17.992053754186063,81.87617273367964,0,0,18.98238643626977,Flop,0
262504,en,86.105615,2016-03-09,121.0,Allegiant,5.9,1998,2016,3,2,147180000.0,239832309.384,Robert Schwentke,4868608954.121,22.306074097740552,1.6295169818181818,1.8701295852832003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.4,2,1,1,0,0,0,0,1.0,6.123233995736766e-17,18.80716689225713,1,1.1357719881109243,4.4671213479114895,7.6004023345004,33.951919521163056,5.618779790276454,1.7062339880444064,0.0,22.306074097740552,35.171839220568756,190.7683592466036,0,0,19.29545053036362,Average,1
39254,en,37.195046,2011-09-28,127.0,Real Steel,6.6,2692,2011,9,2,156530000.0,425859086.884,Shawn Levy,9524468214.066,22.977129925961332,2.7206228,2.808969286337114,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.6,3,0,0,0,0,0,0,-1.0,-1.8369701987210297e-16,18.868758249252956,0,1.6348153892644888,3.6427058213387165,7.898411092811599,28.771588067111104,6.363610315186246,2.2988898377455165,18.868758249252956,0.0,53.0017623934716,183.09117460815773,0,0,19.869619069898977,Average,1
77931,en,32.473628,2013-07-30,105.0,The Smurfs 2,5.5,695,2013,7,1,144480000.0,478069428.928,Raja Gosnell,13536836823.284004,23.32868046002437,3.308896933333333,4.199331886176615,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.8,4,0,0,1,0,0,0,-0.4999999999999997,-0.8660254037844388,18.78865165455432,1,1.412997875910973,3.510757904926989,6.54534966033442,22.979138060530246,4.8081761006289305,0.5935098206660974,0.0,0.0,78.89978399123497,110.48774243569416,1,0,19.985266530803237,Hit,2
1639,en,23.336875,1997-06-13,121.0,Speed 2: Cruise Control,4.1,434,1997,6,4,315040000.0,323916381.954,Jan de Bont,10463419628.985998,23.071151166627875,1.0281754125,3.2572340946369955,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.6,3,0,0,1,0,0,1,1.2246467991473532e-16,-1.0,19.56821017602929,0,3.2903101017944456,3.191992689834412,6.075346031088684,19.392460119449588,3.332209737827715,0.3706233988044407,19.56821017602929,0.0,63.7382413563852,64.61974445046553,1,0,19.595995963146457,Flop,0
80274,en,45.94834,2013-10-23,114.0,Ender's Game,6.6,2303,2013,10,2,151360000.0,172739174.81599998,Gavin Hood,6074451565.688,22.527357545009405,1.1412471909090909,1.4671255596733295,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.6,3,1,1,0,0,1,0,-0.8660254037844386,0.5000000000000001,18.835171669874608,0,1.5152298128063104,3.8490478482666934,7.742402021815782,29.800875842485734,6.325343320848939,1.9666951323654995,18.835171669874608,22.527357545009405,27.633561777708024,188.50077096571562,0,0,18.967293360565016,Flop,0
1571,en,48.93337,2007-06-20,128.0,Live Free or Die Hard,6.4,2089,2007,6,2,169730000.0,591789048.952,Len Wiseman,16770675688.317997,23.542897703521305,3.486649672727273,3.2177261753196014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.4,2,1,0,1,0,0,0,1.2246467991473532e-16,-1.0,18.949719503029424,0,1.772677544367608,3.9106895167271563,7.644919344958857,29.89690593855524,6.1076290543627225,1.7839453458582408,18.949719503029424,23.542897703521305,60.975008459862124,182.5992113458694,1,0,20.1986607948055,Hit,2
10204,en,22.643776,2004-06-16,120.0,Around the World in 80 Days,5.7,672,2004,6,2,185570000.0,121765795.86500001,Frank Coraci,6914291235.620001,22.656856300298077,0.6561717727272728,1.9607554440296318,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,3,0,0,1,0,0,0,1.2246467991473532e-16,-1.0,19.038942732709323,0,1.9381121304913511,3.163099909054955,6.511745329644728,20.59730105998827,4.961658031088083,0.5738684884713919,19.038942732709323,0.0,37.3307106117282,102.19676422302987,1,0,18.617610059888204,Flop,0
8489,en,18.866672,2001-12-11,157.0,Ali,6.7,447,2001,12,1,191851000.0,157270888.225,Michael Mann,21277563252.388,23.780918986093866,0.8197553738317757,1.2807652406402426,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2,1,0,0,0,1,1,0,-2.4492935982947064e-16,1.0,19.072229592261554,0,4.00621998243609,2.9890435538595344,6.104793232414985,18.247492858995322,5.475137111517368,0.3817250213492741,0.0,0.0,24.427048723278823,99.90752534443345,1,1,18.873480285580765,Flop,0
2048,en,95.914473,2004-07-15,115.0,"I, Robot",6.7,3793,2004,7,3,202440000.0,585785303.292,Alex Proyas,14762943627.360003,23.415386069050374,2.8936243000000004,2.848456662438035,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.4,2,1,1,1,0,0,0,-0.4999999999999997,-0.8660254037844388,19.125954109249886,0,2.114304142354201,4.573828867908721,8.24117615049496,37.69372938265471,6.527896223991781,3.2391118701964134,19.125954109249886,23.415386069050374,54.47945140797695,246.06075370519972,1,0,20.188463905481267,Average,1
1495,en,44.490453,2005-05-03,144.0,Kingdom of Heaven,6.6,1157,2005,5,1,212810000.0,346459849.646,Ridley Scott,7225734907.934999,22.70091478327169,1.6280242923076924,1.983687593759618,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1.0,5,0,0,1,0,0,0,0.49999999999999994,-0.8660254037844387,19.17591031150788,0,4.4438844439811325,3.8175024797649084,7.05444965813294,26.93037906329921,6.074940334128878,0.9880444064901793,19.17591031150788,0.0,38.039015383985316,163.60044598501625,1,0,19.663277498729137,Average,1
10137,en,30.475297,1999-12-17,84.0,Stuart Little,5.8,959,1999,12,4,252966000.0,570857468.0339999,Rob Minkoff,5966860942.497,22.50948682095756,2.256656894736842,2.087451220980246,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.8,4,1,1,0,1,1,1,-2.4492935982947064e-16,1.0,19.348765654262326,0,1.9457503119292776,3.449203015946257,6.866933284461882,23.68544699506766,5.252313503305005,0.8189581554227157,0.0,22.50948682095756,40.38960448945054,124.40339308400883,1,0,20.16265012005812,Average,1
10198,en,62.479574,2009-12-08,97.0,The Princess and the Frog,6.7,1247,2009,12,1,156870000.0,398966372.91,Ron Clements,4641442678.275,22.25829107711581,2.5432930000000002,3.0843366560608043,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0.8,4,1,1,0,1,1,0,-2.4492935982947064e-16,1.0,18.87092800120713,1,3.064354284359222,4.150718184860644,7.129297548929373,29.591704981623565,6.202598366740905,1.0649017933390266,0.0,22.25829107711581,58.204294968007396,183.54546098809703,1,0,19.804387695387938,Average,1
286217,en,167.93287,2015-09-30,141.0,The Martian,7.6,7268,2015,9,2,145908000.0,851348713.39,Ridley Scott,19595387163.410995,23.698560026729478,5.834832314814815,3.4402100444442514,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.6,3,1,1,0,0,0,0,-1.0,-1.8369701987210297e-16,18.798486850920188,0,3.0468412736826234,5.129501417075823,8.891374009484636,45.608315581402586,7.496851248642779,5.0,0.0,23.698560026729478,64.67074328488881,341.91875761493185,0,0,20.562332372745804,Hit,2
1635,en,37.68056,2005-07-20,136.0,The Island,6.5,1770,2005,7,2,206262000.0,266747781.468,Michael Bay,13651267674.006,23.33709822422904,1.2932473333333334,2.6627816366838943,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.8,4,0,0,1,0,0,0,-0.4999999999999997,-0.8660254037844388,19.144657768152953,1,2.15422150271815,3.6553371482465793,7.479299637782834,27.339361808854775,6.152406417112299,1.5115286080273271,19.144657768152953,0.0,50.978043145635354,168.20286503255304,1,0,19.40181413496444,Flop,0
24113,en,1.004579,2001-04-27,104.0,Town & Country,3.7,16,2001,4,4,161370000.0,18597517.763,Peter Chelsom,2264912971.26,21.540802172299966,0.11524767777777778,1.7907350853776558,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.4,2,0,0,0,0,0,1,0.8660254037844387,-0.4999999999999998,18.899210429114472,1,3.353434094377093,0.6954340636483386,2.833213344056216,1.9703130690397128,0.5103448275862069,0.013663535439795047,0.0,0.0,33.84347920135059,1.0055390835099225,0,0,16.73853872994617,Flop,0
9679,en,52.995628,2000-06-09,118.0,Gone in Sixty Seconds,6.1,1485,2000,6,4,166140000.0,437875443.954,Dominic Sena,18596536032.296,23.646241165552688,2.6355811,2.116923909292131,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.6,3,1,0,1,0,0,1,1.2246467991473532e-16,-1.0,18.928341370394218,0,1.7351832158206233,3.988903080323634,7.303843225277705,29.13432273951114,5.715141955835962,1.2681468830059779,18.928341370394218,23.646241165552688,40.0698584102309,166.50679024344586,1,0,19.897445055648124,Average,1
98,en,95.301296,2000-05-01,155.0,Gladiator,7.9,5439,2000,5,0,190138000.0,844804228.242,Ridley Scott,10550468355.418999,23.07943608985647,4.443110941747573,2.6917069189340044,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6,3,0,0,1,0,0,0,0.49999999999999994,-0.8660254037844387,19.06326068753391,1,1.9858207914391577,4.567481776657448,8.601534339849989,39.287351348558076,7.757374977432749,4.644748078565328,19.06326068753391,0.0,51.31271069007763,304.7667162809132,1,0,20.554615477108758,Hit,2
180,en,65.948959,2002-06-20,145.0,Minority Report,7.1,2608,2002,6,3,179928000.0,632169841.464,Steven Spielberg,16236959065.462997,23.510555904544514,3.5134600588235294,4.388027258839306,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.8,4,0,0,1,0,0,0,1.2246467991473532e-16,-1.0,19.008067334390923,0,1.8791865032874269,4.203930523099194,7.866722285136729,33.07115393123093,6.837813884785819,2.2271562766865927,19.008067334390923,0.0,83.40791760116035,226.13439553686,1,0,20.264668654083472,Hit,2
36557,en,88.935165,2006-11-14,144.0,Casino Royale,7.3,3855,2006,11,1,238350000.0,951884030.4399999,Martin Campbell,8652894053.839998,22.881159674747067,3.993639733333333,2.9596546239456623,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.6,3,0,0,0,1,1,0,-0.5000000000000004,0.8660254037844384,19.28925074381062,0,1.8393209224503249,4.499089021836616,8.257385655730436,37.15071315276795,7.115423514538559,3.292058070025619,19.28925074381062,0.0,57.089520156366405,264.343057949082,1,0,20.673953769621217,Hit,2
869,en,51.188633,2001-07-25,119.0,Planet of the Apes,5.6,1243,2001,7,2,179300000.0,649445649.8199999,Tim Burton,13690075128.099998,23.339936964113377,3.6221173999999996,2.7378304125588864,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.8,4,0,0,1,0,0,0,-0.4999999999999997,-0.8660254037844388,19.004570944152608,0,2.9390477638399592,3.9548647125550525,7.126087273299125,28.18271109575836,5.183023082650782,1.0614859094790776,19.004570944152608,0.0,52.031292308533956,146.0716421409939,1,0,20.291629712082543,Hit,2
11322,en,33.691694,2009-07-01,140.0,Public Enemies,6.5,1344,2009,7,2,119520000.0,319872302.28,Michael Mann,13497383943.390001,23.32576172171562,2.67630775,2.251139610776734,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0.6,3,0,0,1,0,0,0,-0.4999999999999997,-0.8660254037844388,18.59899428771558,1,1.8485918977386413,3.546500292305965,7.20414929203594,25.549517570021273,6.049861495844875,1.1477369769427839,0.0,0.0,41.86893276168675,154.57104258428382,1,0,19.58343242186551,Average,1
4982,en,42.361215,2007-11-02,157.0,American Gangster,7.4,1502,2007,11,4,154300000.0,411155552.09099996,Ridley Scott,14601469926.629002,23.4043880405674,2.66465037,2.170268749527337,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.4,2,0,0,0,1,1,1,-0.5000000000000004,0.8660254037844384,18.85440932381427,1,3.2220824665489816,3.769565377956516,7.315218389752975,27.57519397420363,6.938077403245943,1.28266438941076,0.0,0.0,40.91913534627096,191.31883020254588,1,1,19.834482175531,Average,1
